Date,Country ,Technology,SiteName,Volume
08/03/2024,FR,Gas,Blenod-5,4607
09/03/2024,FR,Gas,Blenod-5,4094
10/03/2024,FR,Gas,Blenod-5,5183
11/03/2024,FR,Gas,Blenod-5,3666
12/03/2024,FR,Gas,Blenod-5,3707
13/03/2024,FR,Gas,Blenod-5,6135
14/03/2024,FR,Gas,Blenod-5,3361
15/03/2024,FR,Gas,Blenod-5,5791
16/03/2024,FR,Gas,Blenod-5,4791
17/03/2024,FR,Gas,Blenod-5,6399
18/03/2024,FR,Gas,Blenod-5,3256
19/03/2024,FR,Gas,Blenod-5,6084
20/03/2024,FR,Gas,Blenod-5,4478
21/03/2024,FR,Gas,Blenod-5,3122
22/03/2024,FR,Gas,Blenod-5,3612
23/03/2024,FR,Gas,Blenod-5,5584
24/03/2024,FR,Gas,Blenod-5,4026
25/03/2024,FR,Gas,Blenod-5,6371
26/03/2024,FR,Gas,Blenod-5,5205
27/03/2024,FR,Gas,Blenod-5,5342
28/03/2024,FR,Gas,Blenod-5,3464
29/03/2024,FR,Gas,Blenod-5,3785
30/03/2024,FR,Gas,Blenod-5,4324
31/03/2024,FR,Gas,Blenod-5,6265
01/04/2024,FR,Gas,Blenod-5,6970
02/04/2024,FR,Gas,Blenod-5,4795
03/04/2024,FR,Gas,Blenod-5,6663
04/04/2024,FR,Gas,Blenod-5,5778
05/04/2024,FR,Gas,Blenod-5,3848
06/04/2024,FR,Gas,Blenod-5,4987
07/04/2024,FR,Gas,Blenod-5,4348
08/04/2024,FR,Gas,Blenod-5,4338
09/04/2024,FR,Gas,Blenod-5,3292
10/04/2024,FR,Gas,Blenod-5,6542
11/04/2024,FR,Gas,Blenod-5,3235
12/04/2024,FR,Gas,Blenod-5,3417
13/04/2024,FR,Gas,Blenod-5,3571
14/04/2024,FR,Gas,Blenod-5,5242
15/04/2024,FR,Gas,Blenod-5,3903
16/04/2024,FR,Gas,Blenod-5,4792
17/04/2024,FR,Gas,Blenod-5,5785
18/04/2024,FR,Gas,Blenod-5,5605
19/04/2024,FR,Gas,Blenod-5,5915
20/04/2024,FR,Gas,Blenod-5,5112
21/04/2024,FR,Gas,Blenod-5,4419
22/04/2024,FR,Gas,Blenod-5,5840
23/04/2024,FR,Gas,Blenod-5,5553
24/04/2024,FR,Gas,Blenod-5,5016
25/04/2024,FR,Gas,Blenod-5,4491
26/04/2024,FR,Gas,Blenod-5,5332
27/04/2024,FR,Gas,Blenod-5,5812
28/04/2024,FR,Gas,Blenod-5,4692
29/04/2024,FR,Gas,Blenod-5,6016
30/04/2024,FR,Gas,Blenod-5,4345
01/05/2024,FR,Gas,Blenod-5,6812
02/05/2024,FR,Gas,Blenod-5,3929
03/05/2024,FR,Gas,Blenod-5,6339
04/05/2024,FR,Gas,Blenod-5,4372
05/05/2024,FR,Gas,Blenod-5,6898
06/05/2024,FR,Gas,Blenod-5,6373
07/05/2024,FR,Gas,Blenod-5,4871
08/05/2024,FR,Gas,Blenod-5,6698
09/05/2024,FR,Gas,Blenod-5,3382
10/05/2024,FR,Gas,Blenod-5,5369
11/05/2024,FR,Gas,Blenod-5,4198
12/05/2024,FR,Gas,Blenod-5,3191
13/05/2024,FR,Gas,Blenod-5,4577
14/05/2024,FR,Gas,Blenod-5,5487
15/05/2024,FR,Gas,Blenod-5,3744
16/05/2024,FR,Gas,Blenod-5,6634
17/05/2024,FR,Gas,Blenod-5,3059
18/05/2024,FR,Gas,Blenod-5,5242
19/05/2024,FR,Gas,Blenod-5,6542
20/05/2024,FR,Gas,Blenod-5,4223
21/05/2024,FR,Gas,Blenod-5,3397
22/05/2024,FR,Gas,Blenod-5,3147
23/05/2024,FR,Gas,Blenod-5,4398
24/05/2024,FR,Gas,Blenod-5,5643
25/05/2024,FR,Gas,Blenod-5,6551
26/05/2024,FR,Gas,Blenod-5,6166
27/05/2024,FR,Gas,Blenod-5,4425
28/05/2024,FR,Gas,Blenod-5,5922
29/05/2024,FR,Gas,Blenod-5,4889
30/05/2024,FR,Gas,Blenod-5,3333
31/05/2024,FR,Gas,Blenod-5,5562
01/06/2024,FR,Gas,Blenod-5,4252
02/06/2024,FR,Gas,Blenod-5,5211
03/06/2024,FR,Gas,Blenod-5,3853
04/06/2024,FR,Gas,Blenod-5,5685
05/06/2024,FR,Gas,Blenod-5,4712
06/06/2024,FR,Gas,Blenod-5,3572
07/06/2024,FR,Gas,Blenod-5,4729
08/06/2024,FR,Gas,Blenod-5,3845
09/06/2024,FR,Gas,Blenod-5,5379
10/06/2024,FR,Gas,Blenod-5,6316
11/06/2024,FR,Gas,Blenod-5,5513
12/06/2024,FR,Gas,Blenod-5,5735
13/06/2024,FR,Gas,Blenod-5,5589
14/06/2024,FR,Gas,Blenod-5,5274
15/06/2024,FR,Gas,Blenod-5,4911
16/06/2024,FR,Gas,Blenod-5,3411
17/06/2024,FR,Gas,Blenod-5,6365
18/06/2024,FR,Gas,Blenod-5,6733
19/06/2024,FR,Gas,Blenod-5,5483
20/06/2024,FR,Gas,Blenod-5,4188
21/06/2024,FR,Gas,Blenod-5,4352
22/06/2024,FR,Gas,Blenod-5,3159
23/06/2024,FR,Gas,Blenod-5,4593
24/06/2024,FR,Gas,Blenod-5,5551
25/06/2024,FR,Gas,Blenod-5,6870
26/06/2024,FR,Gas,Blenod-5,5883
27/06/2024,FR,Gas,Blenod-5,3083
28/06/2024,FR,Gas,Blenod-5,3403
29/06/2024,FR,Gas,Blenod-5,6768
30/06/2024,FR,Gas,Blenod-5,3442
01/07/2024,FR,Gas,Blenod-5,5740
02/07/2024,FR,Gas,Blenod-5,4603
03/07/2024,FR,Gas,Blenod-5,3299
04/07/2024,FR,Gas,Blenod-5,4340
05/07/2024,FR,Gas,Blenod-5,6253
06/07/2024,FR,Gas,Blenod-5,6451
07/07/2024,FR,Gas,Blenod-5,6397
08/07/2024,FR,Gas,Blenod-5,3414
09/07/2024,FR,Gas,Blenod-5,6212
10/07/2024,FR,Gas,Blenod-5,5747
11/07/2024,FR,Gas,Blenod-5,6460
12/07/2024,FR,Gas,Blenod-5,3457
13/07/2024,FR,Gas,Blenod-5,4732
14/07/2024,FR,Gas,Blenod-5,3315
15/07/2024,FR,Gas,Blenod-5,5317
16/07/2024,FR,Gas,Blenod-5,5568
17/07/2024,FR,Gas,Blenod-5,6680
18/07/2024,FR,Gas,Blenod-5,4673
19/07/2024,FR,Gas,Blenod-5,4268
20/07/2024,FR,Gas,Blenod-5,3687
21/07/2024,FR,Gas,Blenod-5,5917
22/07/2024,FR,Gas,Blenod-5,3950
23/07/2024,FR,Gas,Blenod-5,4076
24/07/2024,FR,Gas,Blenod-5,4312
25/07/2024,FR,Gas,Blenod-5,4185
26/07/2024,FR,Gas,Blenod-5,4306
27/07/2024,FR,Gas,Blenod-5,5345
28/07/2024,FR,Gas,Blenod-5,5425
29/07/2024,FR,Gas,Blenod-5,5672
30/07/2024,FR,Gas,Blenod-5,6028
31/07/2024,FR,Gas,Blenod-5,3115
01/08/2024,FR,Gas,Blenod-5,6646
02/08/2024,FR,Gas,Blenod-5,4353
03/08/2024,FR,Gas,Blenod-5,6288
04/08/2024,FR,Gas,Blenod-5,3467
05/08/2024,FR,Gas,Blenod-5,4268
06/08/2024,FR,Gas,Blenod-5,4203
07/08/2024,FR,Gas,Blenod-5,5812
08/08/2024,FR,Gas,Blenod-5,5394
09/08/2024,FR,Gas,Blenod-5,3762
10/08/2024,FR,Gas,Blenod-5,4815
11/08/2024,FR,Gas,Blenod-5,5657
12/08/2024,FR,Gas,Blenod-5,4605
13/08/2024,FR,Gas,Blenod-5,5101
14/08/2024,FR,Gas,Blenod-5,3104
15/08/2024,FR,Gas,Blenod-5,5824
16/08/2024,FR,Gas,Blenod-5,6843
17/08/2024,FR,Gas,Blenod-5,6836
18/08/2024,FR,Gas,Blenod-5,4144
19/08/2024,FR,Gas,Blenod-5,6635
20/08/2024,FR,Gas,Blenod-5,5013
21/08/2024,FR,Gas,Blenod-5,6750
22/08/2024,FR,Gas,Blenod-5,6562
23/08/2024,FR,Gas,Blenod-5,6973
24/08/2024,FR,Gas,Blenod-5,6625
25/08/2024,FR,Gas,Blenod-5,5548
26/08/2024,FR,Gas,Blenod-5,3472
27/08/2024,FR,Gas,Blenod-5,4113
28/08/2024,FR,Gas,Blenod-5,6508
29/08/2024,FR,Gas,Blenod-5,4691
30/08/2024,FR,Gas,Blenod-5,4836
31/08/2024,FR,Gas,Blenod-5,5336
01/09/2024,FR,Gas,Blenod-5,4311
02/09/2024,FR,Gas,Blenod-5,5578
03/09/2024,FR,Gas,Blenod-5,4211
04/09/2024,FR,Gas,Blenod-5,6833
05/09/2024,FR,Gas,Blenod-5,3474
06/09/2024,FR,Gas,Blenod-5,3116
07/09/2024,FR,Gas,Blenod-5,3616
08/09/2024,FR,Gas,Blenod-5,5818
09/09/2024,FR,Gas,Blenod-5,6922
10/09/2024,FR,Gas,Blenod-5,3541
11/09/2024,FR,Gas,Blenod-5,3110
12/09/2024,FR,Gas,Blenod-5,4097
13/09/2024,FR,Gas,Blenod-5,3211
14/09/2024,FR,Gas,Blenod-5,4205
15/09/2024,FR,Gas,Blenod-5,4452
16/09/2024,FR,Gas,Blenod-5,6455
17/09/2024,FR,Gas,Blenod-5,6440
18/09/2024,FR,Gas,Blenod-5,5438
19/09/2024,FR,Gas,Blenod-5,5086
20/09/2024,FR,Gas,Blenod-5,6153
21/09/2024,FR,Gas,Blenod-5,3985
22/09/2024,FR,Gas,Blenod-5,5041
23/09/2024,FR,Gas,Blenod-5,5853
24/09/2024,FR,Gas,Blenod-5,5700
25/09/2024,FR,Gas,Blenod-5,4808
26/09/2024,FR,Gas,Blenod-5,6085
27/09/2024,FR,Gas,Blenod-5,4870
28/09/2024,FR,Gas,Blenod-5,4292
29/09/2024,FR,Gas,Blenod-5,4755
30/09/2024,FR,Gas,Blenod-5,4286
01/10/2024,FR,Gas,Blenod-5,6276
02/10/2024,FR,Gas,Blenod-5,4121
03/10/2024,FR,Gas,Blenod-5,4397
04/10/2024,FR,Gas,Blenod-5,6487
05/10/2024,FR,Gas,Blenod-5,4725
06/10/2024,FR,Gas,Blenod-5,4181
07/10/2024,FR,Gas,Blenod-5,4645
08/10/2024,FR,Gas,Blenod-5,4367
09/10/2024,FR,Gas,Blenod-5,6777
10/10/2024,FR,Gas,Blenod-5,5555
11/10/2024,FR,Gas,Blenod-5,6466
12/10/2024,FR,Gas,Blenod-5,5051
13/10/2024,FR,Gas,Blenod-5,5059
14/10/2024,FR,Gas,Blenod-5,3919
15/10/2024,FR,Gas,Blenod-5,6583
16/10/2024,FR,Gas,Blenod-5,6107
17/10/2024,FR,Gas,Blenod-5,6973
18/10/2024,FR,Gas,Blenod-5,5725
19/10/2024,FR,Gas,Blenod-5,5786
20/10/2024,FR,Gas,Blenod-5,5742
21/10/2024,FR,Gas,Blenod-5,
22/10/2024,FR,Gas,Blenod-5,
23/10/2024,FR,Gas,Blenod-5,
24/10/2024,FR,Gas,Blenod-5,
25/10/2024,FR,Gas,Blenod-5,
26/10/2024,FR,Gas,Blenod-5,
27/10/2024,FR,Gas,Blenod-5,6065
28/10/2024,FR,Gas,Blenod-5,5745
29/10/2024,FR,Gas,Blenod-5,3061
30/10/2024,FR,Gas,Blenod-5,4387
31/10/2024,FR,Gas,Blenod-5,5929
01/11/2024,FR,Gas,Blenod-5,6942
02/11/2024,FR,Gas,Blenod-5,5356
03/11/2024,FR,Gas,Blenod-5,3108
04/11/2024,FR,Gas,Blenod-5,6518
05/11/2024,FR,Gas,Blenod-5,5648
06/11/2024,FR,Gas,Blenod-5,3198
07/11/2024,FR,Gas,Blenod-5,3469
08/11/2024,FR,Gas,Blenod-5,3115
09/11/2024,FR,Gas,Blenod-5,5008
10/11/2024,FR,Gas,Blenod-5,6502
11/11/2024,FR,Gas,Blenod-5,3251
12/11/2024,FR,Gas,Blenod-5,6684
13/11/2024,FR,Gas,Blenod-5,5930
14/11/2024,FR,Gas,Blenod-5,4123
15/11/2024,FR,Gas,Blenod-5,4914
16/11/2024,FR,Gas,Blenod-5,5939
17/11/2024,FR,Gas,Blenod-5,6077
18/11/2024,FR,Gas,Blenod-5,5778
19/11/2024,FR,Gas,Blenod-5,4014
20/11/2024,FR,Gas,Blenod-5,3191
21/11/2024,FR,Gas,Blenod-5,3256
22/11/2024,FR,Gas,Blenod-5,6828
23/11/2024,FR,Gas,Blenod-5,5386
24/11/2024,FR,Gas,Blenod-5,4724
25/11/2024,FR,Gas,Blenod-5,3817
26/11/2024,FR,Gas,Blenod-5,3377
27/11/2024,FR,Gas,Blenod-5,6361
28/11/2024,FR,Gas,Blenod-5,3201
29/11/2024,FR,Gas,Blenod-5,5529
30/11/2024,FR,Gas,Blenod-5,6138
01/12/2024,FR,Gas,Blenod-5,6985
02/12/2024,FR,Gas,Blenod-5,5134
03/12/2024,FR,Gas,Blenod-5,4846
04/12/2024,FR,Gas,Blenod-5,4081
05/12/2024,FR,Gas,Blenod-5,3861
06/12/2024,FR,Gas,Blenod-5,3792
07/12/2024,FR,Gas,Blenod-5,5016
08/12/2024,FR,Gas,Blenod-5,3659
09/12/2024,FR,Gas,Blenod-5,5249
10/12/2024,FR,Gas,Blenod-5,6813
11/12/2024,FR,Gas,Blenod-5,5046
12/12/2024,FR,Gas,Blenod-5,5805
13/12/2024,FR,Gas,Blenod-5,4020
14/12/2024,FR,Gas,Blenod-5,3527
15/12/2024,FR,Gas,Blenod-5,5902
16/12/2024,FR,Gas,Blenod-5,5125
17/12/2024,FR,Gas,Blenod-5,4628
18/12/2024,FR,Gas,Blenod-5,4737
19/12/2024,FR,Gas,Blenod-5,5259
20/12/2024,FR,Gas,Blenod-5,3158
21/12/2024,FR,Gas,Blenod-5,3087
22/12/2024,FR,Gas,Blenod-5,6621
23/12/2024,FR,Gas,Blenod-5,3138
24/12/2024,FR,Gas,Blenod-5,5513
25/12/2024,FR,Gas,Blenod-5,4101
26/12/2024,FR,Gas,Blenod-5,5865
27/12/2024,FR,Gas,Blenod-5,4714
28/12/2024,FR,Gas,Blenod-5,6930
29/12/2024,FR,Gas,Blenod-5,6826
30/12/2024,FR,Gas,Blenod-5,5207
31/12/2024,FR,Gas,Blenod-5,5766
01/01/2025,FR,Gas,Blenod-5,4844
02/01/2025,FR,Gas,Blenod-5,5063
03/01/2025,FR,Gas,Blenod-5,4145
04/01/2025,FR,Gas,Blenod-5,6390
05/01/2025,FR,Gas,Blenod-5,6599
06/01/2025,FR,Gas,Blenod-5,6488
07/01/2025,FR,Gas,Blenod-5,3206
08/01/2025,FR,Gas,Blenod-5,3088
09/01/2025,FR,Gas,Blenod-5,4882
10/01/2025,FR,Gas,Blenod-5,6281
11/01/2025,FR,Gas,Blenod-5,4357
12/01/2025,FR,Gas,Blenod-5,4023
13/01/2025,FR,Gas,Blenod-5,5372
14/01/2025,FR,Gas,Blenod-5,6409
15/01/2025,FR,Gas,Blenod-5,3701
16/01/2025,FR,Gas,Blenod-5,5756
17/01/2025,FR,Gas,Blenod-5,6774
18/01/2025,FR,Gas,Blenod-5,6713
19/01/2025,FR,Gas,Blenod-5,6050
20/01/2025,FR,Gas,Blenod-5,5498
21/01/2025,FR,Gas,Blenod-5,5888
22/01/2025,FR,Gas,Blenod-5,6902
23/01/2025,FR,Gas,Blenod-5,6104
24/01/2025,FR,Gas,Blenod-5,3631
25/01/2025,FR,Gas,Blenod-5,4228
26/01/2025,FR,Gas,Blenod-5,6464
27/01/2025,FR,Gas,Blenod-5,6249
28/01/2025,FR,Gas,Blenod-5,4463
29/01/2025,FR,Gas,Blenod-5,4220
30/01/2025,FR,Gas,Blenod-5,4356
31/01/2025,FR,Gas,Blenod-5,5584
01/02/2025,FR,Gas,Blenod-5,6475
02/02/2025,FR,Gas,Blenod-5,4111
03/02/2025,FR,Gas,Blenod-5,5647
04/02/2025,FR,Gas,Blenod-5,3170
05/02/2025,FR,Gas,Blenod-5,6379
06/02/2025,FR,Gas,Blenod-5,6360
07/02/2025,FR,Gas,Blenod-5,3174
08/02/2025,FR,Gas,Blenod-5,4236
09/02/2025,FR,Gas,Blenod-5,6501
10/02/2025,FR,Gas,Blenod-5,3470
11/02/2025,FR,Gas,Blenod-5,5924
12/02/2025,FR,Gas,Blenod-5,3699
13/02/2025,FR,Gas,Blenod-5,6305
14/02/2025,FR,Gas,Blenod-5,3320
15/02/2025,FR,Gas,Blenod-5,6233
16/02/2025,FR,Gas,Blenod-5,3265
17/02/2025,FR,Gas,Blenod-5,6604
18/02/2025,FR,Gas,Blenod-5,5698
19/02/2025,FR,Gas,Blenod-5,3785
20/02/2025,FR,Gas,Blenod-5,6450
21/02/2025,FR,Gas,Blenod-5,5435
22/02/2025,FR,Gas,Blenod-5,6659
23/02/2025,FR,Gas,Blenod-5,3365
24/02/2025,FR,Gas,Blenod-5,5217
25/02/2025,FR,Gas,Blenod-5,4075
26/02/2025,FR,Gas,Blenod-5,4171
27/02/2025,FR,Gas,Blenod-5,3434
28/02/2025,FR,Gas,Blenod-5,3728
01/03/2025,FR,Gas,Blenod-5,3406
02/03/2025,FR,Gas,Blenod-5,4188
03/03/2025,FR,Gas,Blenod-5,5829
04/03/2025,FR,Gas,Blenod-5,5385
05/03/2025,FR,Gas,Blenod-5,3274
06/03/2025,FR,Gas,Blenod-5,5141
07/03/2025,FR,Gas,Blenod-5,5811
08/03/2025,FR,Gas,Blenod-5,4294
09/03/2025,FR,Gas,Blenod-5,3367
10/03/2025,FR,Gas,Blenod-5,6754
11/03/2025,FR,Gas,Blenod-5,5317
12/03/2025,FR,Gas,Blenod-5,3816
13/03/2025,FR,Gas,Blenod-5,5000
14/03/2025,FR,Gas,Blenod-5,6910
15/03/2025,FR,Gas,Blenod-5,5733
16/03/2025,FR,Gas,Blenod-5,4588
17/03/2025,FR,Gas,Blenod-5,5673
18/03/2025,FR,Gas,Blenod-5,6543
19/03/2025,FR,Gas,Blenod-5,5863
20/03/2025,FR,Gas,Blenod-5,5260
21/03/2025,FR,Gas,Blenod-5,5638
22/03/2025,FR,Gas,Blenod-5,3375
23/03/2025,FR,Gas,Blenod-5,4295
24/03/2025,FR,Gas,Blenod-5,3327
25/03/2025,FR,Gas,Blenod-5,6691
26/03/2025,FR,Gas,Blenod-5,6130
27/03/2025,FR,Gas,Blenod-5,3246
28/03/2025,FR,Gas,Blenod-5,3859
29/03/2025,FR,Gas,Blenod-5,5135
30/03/2025,FR,Gas,Blenod-5,4102
31/03/2025,FR,Gas,Blenod-5,6225
01/04/2025,FR,Gas,Blenod-5,3921
02/04/2025,FR,Gas,Blenod-5,4094
03/04/2025,FR,Gas,Blenod-5,3362
04/04/2025,FR,Gas,Blenod-5,5684
05/04/2025,FR,Gas,Blenod-5,4224
06/04/2025,FR,Gas,Blenod-5,3433
07/04/2025,FR,Gas,Blenod-5,6260
08/04/2025,FR,Gas,Blenod-5,3231
09/04/2025,FR,Gas,Blenod-5,6362
10/04/2025,FR,Gas,Blenod-5,5917
11/04/2025,FR,Gas,Blenod-5,3156
12/04/2025,FR,Gas,Blenod-5,3804
13/04/2025,FR,Gas,Blenod-5,6924
14/04/2025,FR,Gas,Blenod-5,6785
15/04/2025,FR,Gas,Blenod-5,6383
16/04/2025,FR,Gas,Blenod-5,3488
17/04/2025,FR,Gas,Blenod-5,5869
18/04/2025,FR,Gas,Blenod-5,4228
19/04/2025,FR,Gas,Blenod-5,4995
20/04/2025,FR,Gas,Blenod-5,5454
21/04/2025,FR,Gas,Blenod-5,3839
22/04/2025,FR,Gas,Blenod-5,4461
23/04/2025,FR,Gas,Blenod-5,4075
24/04/2025,FR,Gas,Blenod-5,6821
25/04/2025,FR,Gas,Blenod-5,6035
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
