Date,Country ,Technology,SiteName,Volume
13/04/2024,GB,Gas,Pembroke-1,6360
14/04/2024,GB,Gas,Pembroke-1,6917
15/04/2024,GB,Gas,Pembroke-1,5512
16/04/2024,GB,Gas,Pembroke-1,6284
17/04/2024,GB,Gas,Pembroke-1,7601
18/04/2024,GB,Gas,Pembroke-1,7599
19/04/2024,GB,Gas,Pembroke-1,8373
20/04/2024,GB,Gas,Pembroke-1,5338
21/04/2024,GB,Gas,Pembroke-1,6177
22/04/2024,GB,Gas,Pembroke-1,5487
23/04/2024,GB,Gas,Pembroke-1,7789
24/04/2024,GB,Gas,Pembroke-1,6023
25/04/2024,GB,Gas,Pembroke-1,6705
26/04/2024,GB,Gas,Pembroke-1,8501
27/04/2024,GB,Gas,Pembroke-1,8480
28/04/2024,GB,Gas,Pembroke-1,5926
29/04/2024,GB,Gas,Pembroke-1,6147
30/04/2024,GB,Gas,Pembroke-1,8379
01/05/2024,GB,Gas,Pembroke-1,8477
02/05/2024,GB,Gas,Pembroke-1,6446
03/05/2024,GB,Gas,Pembroke-1,7370
04/05/2024,GB,Gas,Pembroke-1,7031
05/05/2024,GB,Gas,Pembroke-1,6486
06/05/2024,GB,Gas,Pembroke-1,8598
07/05/2024,GB,Gas,Pembroke-1,6305
08/05/2024,GB,Gas,Pembroke-1,8930
09/05/2024,GB,Gas,Pembroke-1,8458
10/05/2024,GB,Gas,Pembroke-1,5932
11/05/2024,GB,Gas,Pembroke-1,8328
12/05/2024,GB,Gas,Pembroke-1,8052
13/05/2024,GB,Gas,Pembroke-1,7042
14/05/2024,GB,Gas,Pembroke-1,5434
15/05/2024,GB,Gas,Pembroke-1,8938
16/05/2024,GB,Gas,Pembroke-1,6840
17/05/2024,GB,Gas,Pembroke-1,8596
18/05/2024,GB,Gas,Pembroke-1,7423
19/05/2024,GB,Gas,Pembroke-1,5325
20/05/2024,GB,Gas,Pembroke-1,6976
21/05/2024,GB,Gas,Pembroke-1,6624
22/05/2024,GB,Gas,Pembroke-1,8449
23/05/2024,GB,Gas,Pembroke-1,8443
24/05/2024,GB,Gas,Pembroke-1,8923
25/05/2024,GB,Gas,Pembroke-1,5190
26/05/2024,GB,Gas,Pembroke-1,6828
27/05/2024,GB,Gas,Pembroke-1,5009
28/05/2024,GB,Gas,Pembroke-1,6198
29/05/2024,GB,Gas,Pembroke-1,6164
30/05/2024,GB,Gas,Pembroke-1,5903
31/05/2024,GB,Gas,Pembroke-1,8832
01/06/2024,GB,Gas,Pembroke-1,6658
02/06/2024,GB,Gas,Pembroke-1,5647
03/06/2024,GB,Gas,Pembroke-1,7920
04/06/2024,GB,Gas,Pembroke-1,5001
05/06/2024,GB,Gas,Pembroke-1,7923
06/06/2024,GB,Gas,Pembroke-1,6694
07/06/2024,GB,Gas,Pembroke-1,5789
08/06/2024,GB,Gas,Pembroke-1,5889
09/06/2024,GB,Gas,Pembroke-1,8394
10/06/2024,GB,Gas,Pembroke-1,5562
11/06/2024,GB,Gas,Pembroke-1,6293
12/06/2024,GB,Gas,Pembroke-1,7579
13/06/2024,GB,Gas,Pembroke-1,8433
14/06/2024,GB,Gas,Pembroke-1,8178
15/06/2024,GB,Gas,Pembroke-1,7694
16/06/2024,GB,Gas,Pembroke-1,8145
17/06/2024,GB,Gas,Pembroke-1,5609
18/06/2024,GB,Gas,Pembroke-1,5901
19/06/2024,GB,Gas,Pembroke-1,6455
20/06/2024,GB,Gas,Pembroke-1,6561
21/06/2024,GB,Gas,Pembroke-1,8658
22/06/2024,GB,Gas,Pembroke-1,8172
23/06/2024,GB,Gas,Pembroke-1,5989
24/06/2024,GB,Gas,Pembroke-1,8978
25/06/2024,GB,Gas,Pembroke-1,6570
26/06/2024,GB,Gas,Pembroke-1,5378
27/06/2024,GB,Gas,Pembroke-1,8285
28/06/2024,GB,Gas,Pembroke-1,8918
29/06/2024,GB,Gas,Pembroke-1,6547
30/06/2024,GB,Gas,Pembroke-1,6279
01/07/2024,GB,Gas,Pembroke-1,5163
02/07/2024,GB,Gas,Pembroke-1,8761
03/07/2024,GB,Gas,Pembroke-1,6317
04/07/2024,GB,Gas,Pembroke-1,7144
05/07/2024,GB,Gas,Pembroke-1,5077
06/07/2024,GB,Gas,Pembroke-1,8707
07/07/2024,GB,Gas,Pembroke-1,6534
08/07/2024,GB,Gas,Pembroke-1,7105
09/07/2024,GB,Gas,Pembroke-1,7843
10/07/2024,GB,Gas,Pembroke-1,8065
11/07/2024,GB,Gas,Pembroke-1,6701
12/07/2024,GB,Gas,Pembroke-1,7424
13/07/2024,GB,Gas,Pembroke-1,8103
14/07/2024,GB,Gas,Pembroke-1,6469
15/07/2024,GB,Gas,Pembroke-1,7559
16/07/2024,GB,Gas,Pembroke-1,6396
17/07/2024,GB,Gas,Pembroke-1,5726
18/07/2024,GB,Gas,Pembroke-1,8631
19/07/2024,GB,Gas,Pembroke-1,7971
20/07/2024,GB,Gas,Pembroke-1,7326
21/07/2024,GB,Gas,Pembroke-1,8983
22/07/2024,GB,Gas,Pembroke-1,5641
23/07/2024,GB,Gas,Pembroke-1,8186
24/07/2024,GB,Gas,Pembroke-1,5578
25/07/2024,GB,Gas,Pembroke-1,5851
26/07/2024,GB,Gas,Pembroke-1,5499
27/07/2024,GB,Gas,Pembroke-1,6024
28/07/2024,GB,Gas,Pembroke-1,7807
29/07/2024,GB,Gas,Pembroke-1,7484
30/07/2024,GB,Gas,Pembroke-1,6156
31/07/2024,GB,Gas,Pembroke-1,8399
01/08/2024,GB,Gas,Pembroke-1,5538
02/08/2024,GB,Gas,Pembroke-1,8536
03/08/2024,GB,Gas,Pembroke-1,6581
04/08/2024,GB,Gas,Pembroke-1,7210
05/08/2024,GB,Gas,Pembroke-1,6285
06/08/2024,GB,Gas,Pembroke-1,8977
07/08/2024,GB,Gas,Pembroke-1,8263
08/08/2024,GB,Gas,Pembroke-1,5801
09/08/2024,GB,Gas,Pembroke-1,8855
10/08/2024,GB,Gas,Pembroke-1,8086
11/08/2024,GB,Gas,Pembroke-1,8621
12/08/2024,GB,Gas,Pembroke-1,6934
13/08/2024,GB,Gas,Pembroke-1,7122
14/08/2024,GB,Gas,Pembroke-1,7033
15/08/2024,GB,Gas,Pembroke-1,7361
16/08/2024,GB,Gas,Pembroke-1,7041
17/08/2024,GB,Gas,Pembroke-1,5960
18/08/2024,GB,Gas,Pembroke-1,6735
19/08/2024,GB,Gas,Pembroke-1,5049
20/08/2024,GB,Gas,Pembroke-1,6353
21/08/2024,GB,Gas,Pembroke-1,8753
22/08/2024,GB,Gas,Pembroke-1,8457
23/08/2024,GB,Gas,Pembroke-1,6754
24/08/2024,GB,Gas,Pembroke-1,5647
25/08/2024,GB,Gas,Pembroke-1,7104
26/08/2024,GB,Gas,Pembroke-1,7674
27/08/2024,GB,Gas,Pembroke-1,8655
28/08/2024,GB,Gas,Pembroke-1,7440
29/08/2024,GB,Gas,Pembroke-1,7542
30/08/2024,GB,Gas,Pembroke-1,6948
31/08/2024,GB,Gas,Pembroke-1,5979
01/09/2024,GB,Gas,Pembroke-1,8697
02/09/2024,GB,Gas,Pembroke-1,7422
03/09/2024,GB,Gas,Pembroke-1,8791
04/09/2024,GB,Gas,Pembroke-1,8608
05/09/2024,GB,Gas,Pembroke-1,8520
06/09/2024,GB,Gas,Pembroke-1,7566
07/09/2024,GB,Gas,Pembroke-1,8665
08/09/2024,GB,Gas,Pembroke-1,7954
09/09/2024,GB,Gas,Pembroke-1,7304
10/09/2024,GB,Gas,Pembroke-1,6629
11/09/2024,GB,Gas,Pembroke-1,8737
12/09/2024,GB,Gas,Pembroke-1,6920
13/09/2024,GB,Gas,Pembroke-1,6201
14/09/2024,GB,Gas,Pembroke-1,7685
15/09/2024,GB,Gas,Pembroke-1,7994
16/09/2024,GB,Gas,Pembroke-1,8925
17/09/2024,GB,Gas,Pembroke-1,6364
18/09/2024,GB,Gas,Pembroke-1,7248
19/09/2024,GB,Gas,Pembroke-1,6343
20/09/2024,GB,Gas,Pembroke-1,7622
21/09/2024,GB,Gas,Pembroke-1,7319
22/09/2024,GB,Gas,Pembroke-1,5494
23/09/2024,GB,Gas,Pembroke-1,5149
24/09/2024,GB,Gas,Pembroke-1,6399
25/09/2024,GB,Gas,Pembroke-1,8919
26/09/2024,GB,Gas,Pembroke-1,5160
27/09/2024,GB,Gas,Pembroke-1,5356
28/09/2024,GB,Gas,Pembroke-1,8268
29/09/2024,GB,Gas,Pembroke-1,7642
30/09/2024,GB,Gas,Pembroke-1,7569
01/10/2024,GB,Gas,Pembroke-1,6849
02/10/2024,GB,Gas,Pembroke-1,7552
03/10/2024,GB,Gas,Pembroke-1,7351
04/10/2024,GB,Gas,Pembroke-1,7250
05/10/2024,GB,Gas,Pembroke-1,7385
06/10/2024,GB,Gas,Pembroke-1,6745
07/10/2024,GB,Gas,Pembroke-1,7786
08/10/2024,GB,Gas,Pembroke-1,7444
09/10/2024,GB,Gas,Pembroke-1,6534
10/10/2024,GB,Gas,Pembroke-1,8531
11/10/2024,GB,Gas,Pembroke-1,8215
12/10/2024,GB,Gas,Pembroke-1,5162
13/10/2024,GB,Gas,Pembroke-1,5796
14/10/2024,GB,Gas,Pembroke-1,6943
15/10/2024,GB,Gas,Pembroke-1,6346
16/10/2024,GB,Gas,Pembroke-1,7960
17/10/2024,GB,Gas,Pembroke-1,6739
18/10/2024,GB,Gas,Pembroke-1,7973
19/10/2024,GB,Gas,Pembroke-1,8369
20/10/2024,GB,Gas,Pembroke-1,6094
21/10/2024,GB,Gas,Pembroke-1,8200
22/10/2024,GB,Gas,Pembroke-1,7690
23/10/2024,GB,Gas,Pembroke-1,7051
24/10/2024,GB,Gas,Pembroke-1,5582
25/10/2024,GB,Gas,Pembroke-1,6665
26/10/2024,GB,Gas,Pembroke-1,5734
27/10/2024,GB,Gas,Pembroke-1,5388
28/10/2024,GB,Gas,Pembroke-1,8185
29/10/2024,GB,Gas,Pembroke-1,8038
30/10/2024,GB,Gas,Pembroke-1,8786
31/10/2024,GB,Gas,Pembroke-1,8923
01/11/2024,GB,Gas,Pembroke-1,8081
02/11/2024,GB,Gas,Pembroke-1,8130
03/11/2024,GB,Gas,Pembroke-1,7129
04/11/2024,GB,Gas,Pembroke-1,6571
05/11/2024,GB,Gas,Pembroke-1,5218
06/11/2024,GB,Gas,Pembroke-1,5188
07/11/2024,GB,Gas,Pembroke-1,7651
08/11/2024,GB,Gas,Pembroke-1,7049
09/11/2024,GB,Gas,Pembroke-1,6582
10/11/2024,GB,Gas,Pembroke-1,6177
11/11/2024,GB,Gas,Pembroke-1,8258
12/11/2024,GB,Gas,Pembroke-1,8007
13/11/2024,GB,Gas,Pembroke-1,8368
14/11/2024,GB,Gas,Pembroke-1,6756
15/11/2024,GB,Gas,Pembroke-1,6358
16/11/2024,GB,Gas,Pembroke-1,6160
17/11/2024,GB,Gas,Pembroke-1,6708
18/11/2024,GB,Gas,Pembroke-1,5357
19/11/2024,GB,Gas,Pembroke-1,5682
20/11/2024,GB,Gas,Pembroke-1,8975
21/11/2024,GB,Gas,Pembroke-1,6154
22/11/2024,GB,Gas,Pembroke-1,7773
23/11/2024,GB,Gas,Pembroke-1,7395
24/11/2024,GB,Gas,Pembroke-1,7722
25/11/2024,GB,Gas,Pembroke-1,6020
26/11/2024,GB,Gas,Pembroke-1,5695
27/11/2024,GB,Gas,Pembroke-1,8828
28/11/2024,GB,Gas,Pembroke-1,6829
29/11/2024,GB,Gas,Pembroke-1,5053
30/11/2024,GB,Gas,Pembroke-1,5275
01/12/2024,GB,Gas,Pembroke-1,8642
02/12/2024,GB,Gas,Pembroke-1,5057
03/12/2024,GB,Gas,Pembroke-1,6453
04/12/2024,GB,Gas,Pembroke-1,5851
05/12/2024,GB,Gas,Pembroke-1,8269
06/12/2024,GB,Gas,Pembroke-1,7339
07/12/2024,GB,Gas,Pembroke-1,6300
08/12/2024,GB,Gas,Pembroke-1,6569
09/12/2024,GB,Gas,Pembroke-1,5171
10/12/2024,GB,Gas,Pembroke-1,8798
11/12/2024,GB,Gas,Pembroke-1,8058
12/12/2024,GB,Gas,Pembroke-1,5026
13/12/2024,GB,Gas,Pembroke-1,8440
14/12/2024,GB,Gas,Pembroke-1,5077
15/12/2024,GB,Gas,Pembroke-1,8741
16/12/2024,GB,Gas,Pembroke-1,8417
17/12/2024,GB,Gas,Pembroke-1,7680
18/12/2024,GB,Gas,Pembroke-1,7878
19/12/2024,GB,Gas,Pembroke-1,8165
20/12/2024,GB,Gas,Pembroke-1,5365
21/12/2024,GB,Gas,Pembroke-1,7790
22/12/2024,GB,Gas,Pembroke-1,7886
23/12/2024,GB,Gas,Pembroke-1,8773
24/12/2024,GB,Gas,Pembroke-1,7839
25/12/2024,GB,Gas,Pembroke-1,7432
26/12/2024,GB,Gas,Pembroke-1,7507
27/12/2024,GB,Gas,Pembroke-1,7746
28/12/2024,GB,Gas,Pembroke-1,6327
29/12/2024,GB,Gas,Pembroke-1,5164
30/12/2024,GB,Gas,Pembroke-1,6439
31/12/2024,GB,Gas,Pembroke-1,7980
01/01/2025,GB,Gas,Pembroke-1,8643
02/01/2025,GB,Gas,Pembroke-1,7960
03/01/2025,GB,Gas,Pembroke-1,5151
04/01/2025,GB,Gas,Pembroke-1,7340
05/01/2025,GB,Gas,Pembroke-1,8688
06/01/2025,GB,Gas,Pembroke-1,7458
07/01/2025,GB,Gas,Pembroke-1,8964
08/01/2025,GB,Gas,Pembroke-1,7587
09/01/2025,GB,Gas,Pembroke-1,6524
10/01/2025,GB,Gas,Pembroke-1,6184
11/01/2025,GB,Gas,Pembroke-1,7709
12/01/2025,GB,Gas,Pembroke-1,6249
13/01/2025,GB,Gas,Pembroke-1,6265
14/01/2025,GB,Gas,Pembroke-1,7468
15/01/2025,GB,Gas,Pembroke-1,6368
16/01/2025,GB,Gas,Pembroke-1,6221
17/01/2025,GB,Gas,Pembroke-1,8737
18/01/2025,GB,Gas,Pembroke-1,5930
19/01/2025,GB,Gas,Pembroke-1,6723
20/01/2025,GB,Gas,Pembroke-1,7301
21/01/2025,GB,Gas,Pembroke-1,5155
22/01/2025,GB,Gas,Pembroke-1,6204
23/01/2025,GB,Gas,Pembroke-1,5461
24/01/2025,GB,Gas,Pembroke-1,7971
25/01/2025,GB,Gas,Pembroke-1,7522
26/01/2025,GB,Gas,Pembroke-1,6047
27/01/2025,GB,Gas,Pembroke-1,6000
28/01/2025,GB,Gas,Pembroke-1,6089
29/01/2025,GB,Gas,Pembroke-1,5803
30/01/2025,GB,Gas,Pembroke-1,7555
31/01/2025,GB,Gas,Pembroke-1,7344
01/02/2025,GB,Gas,Pembroke-1,7506
02/02/2025,GB,Gas,Pembroke-1,8269
03/02/2025,GB,Gas,Pembroke-1,6970
04/02/2025,GB,Gas,Pembroke-1,7815
05/02/2025,GB,Gas,Pembroke-1,6821
06/02/2025,GB,Gas,Pembroke-1,5107
07/02/2025,GB,Gas,Pembroke-1,7346
08/02/2025,GB,Gas,Pembroke-1,5281
09/02/2025,GB,Gas,Pembroke-1,5442
10/02/2025,GB,Gas,Pembroke-1,6855
11/02/2025,GB,Gas,Pembroke-1,5821
12/02/2025,GB,Gas,Pembroke-1,5652
13/02/2025,GB,Gas,Pembroke-1,7536
14/02/2025,GB,Gas,Pembroke-1,6803
15/02/2025,GB,Gas,Pembroke-1,8554
16/02/2025,GB,Gas,Pembroke-1,8711
17/02/2025,GB,Gas,Pembroke-1,5015
18/02/2025,GB,Gas,Pembroke-1,5574
19/02/2025,GB,Gas,Pembroke-1,6923
20/02/2025,GB,Gas,Pembroke-1,5116
21/02/2025,GB,Gas,Pembroke-1,5410
22/02/2025,GB,Gas,Pembroke-1,5837
23/02/2025,GB,Gas,Pembroke-1,8844
24/02/2025,GB,Gas,Pembroke-1,6685
25/02/2025,GB,Gas,Pembroke-1,6729
26/02/2025,GB,Gas,Pembroke-1,6968
27/02/2025,GB,Gas,Pembroke-1,8616
28/02/2025,GB,Gas,Pembroke-1,5241
01/03/2025,GB,Gas,Pembroke-1,6370
02/03/2025,GB,Gas,Pembroke-1,6989
03/03/2025,GB,Gas,Pembroke-1,6271
04/03/2025,GB,Gas,Pembroke-1,7909
05/03/2025,GB,Gas,Pembroke-1,5118
06/03/2025,GB,Gas,Pembroke-1,6422
07/03/2025,GB,Gas,Pembroke-1,5171
08/03/2025,GB,Gas,Pembroke-1,6735
09/03/2025,GB,Gas,Pembroke-1,7716
10/03/2025,GB,Gas,Pembroke-1,5958
11/03/2025,GB,Gas,Pembroke-1,5737
12/03/2025,GB,Gas,Pembroke-1,7492
13/03/2025,GB,Gas,Pembroke-1,8429
14/03/2025,GB,Gas,Pembroke-1,6858
15/03/2025,GB,Gas,Pembroke-1,7893
16/03/2025,GB,Gas,Pembroke-1,6382
17/03/2025,GB,Gas,Pembroke-1,6884
18/03/2025,GB,Gas,Pembroke-1,6109
19/03/2025,GB,Gas,Pembroke-1,6167
20/03/2025,GB,Gas,Pembroke-1,5438
21/03/2025,GB,Gas,Pembroke-1,5837
22/03/2025,GB,Gas,Pembroke-1,7761
23/03/2025,GB,Gas,Pembroke-1,8330
24/03/2025,GB,Gas,Pembroke-1,6122
25/03/2025,GB,Gas,Pembroke-1,5342
26/03/2025,GB,Gas,Pembroke-1,7105
27/03/2025,GB,Gas,Pembroke-1,6728
28/03/2025,GB,Gas,Pembroke-1,7470
29/03/2025,GB,Gas,Pembroke-1,8255
30/03/2025,GB,Gas,Pembroke-1,7431
31/03/2025,GB,Gas,Pembroke-1,8977
01/04/2025,GB,Gas,Pembroke-1,6454
02/04/2025,GB,Gas,Pembroke-1,7922
03/04/2025,GB,Gas,Pembroke-1,6553
04/04/2025,GB,Gas,Pembroke-1,7015
05/04/2025,GB,Gas,Pembroke-1,7006
06/04/2025,GB,Gas,Pembroke-1,7375
07/04/2025,GB,Gas,Pembroke-1,8292
08/04/2025,GB,Gas,Pembroke-1,8814
09/04/2025,GB,Gas,Pembroke-1,5966
10/04/2025,GB,Gas,Pembroke-1,7926
11/04/2025,GB,Gas,Pembroke-1,7361
12/04/2025,GB,Gas,Pembroke-1,7084
13/04/2025,GB,Gas,Pembroke-1,6598
14/04/2025,GB,Gas,Pembroke-1,5452
15/04/2025,GB,Gas,Pembroke-1,6468
16/04/2025,GB,Gas,Pembroke-1,6538
17/04/2025,GB,Gas,Pembroke-1,7729
18/04/2025,GB,Gas,Pembroke-1,8697
19/04/2025,GB,Gas,Pembroke-1,5555
20/04/2025,GB,Gas,Pembroke-1,6830
21/04/2025,GB,Gas,Pembroke-1,5893
22/04/2025,GB,Gas,Pembroke-1,5712
23/04/2025,GB,Gas,Pembroke-1,7731
24/04/2025,GB,Gas,Pembroke-1,8547
25/04/2025,GB,Gas,Pembroke-1,5779
01/01/2024,GB,Gas,Pembroke-2,8398
02/01/2024,GB,Gas,Pembroke-2,8941
03/01/2024,GB,Gas,Pembroke-2,8626
04/01/2024,GB,Gas,Pembroke-2,6347
05/01/2024,GB,Gas,Pembroke-2,5204
06/01/2024,GB,Gas,Pembroke-2,7311
07/01/2024,GB,Gas,Pembroke-2,8512
08/01/2024,GB,Gas,Pembroke-2,5353
09/01/2024,GB,Gas,Pembroke-2,8133
10/01/2024,GB,Gas,Pembroke-2,5684
11/01/2024,GB,Gas,Pembroke-2,7648
12/01/2024,GB,Gas,Pembroke-2,6145
13/01/2024,GB,Gas,Pembroke-2,8647
14/01/2024,GB,Gas,Pembroke-2,5970
15/01/2024,GB,Gas,Pembroke-2,7241
16/01/2024,GB,Gas,Pembroke-2,7668
17/01/2024,GB,Gas,Pembroke-2,8832
18/01/2024,GB,Gas,Pembroke-2,6995
19/01/2024,GB,Gas,Pembroke-2,5902
20/01/2024,GB,Gas,Pembroke-2,5189
21/01/2024,GB,Gas,Pembroke-2,7275
22/01/2024,GB,Gas,Pembroke-2,6120
23/01/2024,GB,Gas,Pembroke-2,8827
24/01/2024,GB,Gas,Pembroke-2,7415
25/01/2024,GB,Gas,Pembroke-2,8381
26/01/2024,GB,Gas,Pembroke-2,8033
27/01/2024,GB,Gas,Pembroke-2,5074
28/01/2024,GB,Gas,Pembroke-2,5886
29/01/2024,GB,Gas,Pembroke-2,8424
30/01/2024,GB,Gas,Pembroke-2,7735
31/01/2024,GB,Gas,Pembroke-2,7132
01/02/2024,GB,Gas,Pembroke-2,5181
02/02/2024,GB,Gas,Pembroke-2,8796
03/02/2024,GB,Gas,Pembroke-2,5932
04/02/2024,GB,Gas,Pembroke-2,5557
05/02/2024,GB,Gas,Pembroke-2,8944
06/02/2024,GB,Gas,Pembroke-2,6221
07/02/2024,GB,Gas,Pembroke-2,6259
08/02/2024,GB,Gas,Pembroke-2,8230
09/02/2024,GB,Gas,Pembroke-2,6748
10/02/2024,GB,Gas,Pembroke-2,5158
11/02/2024,GB,Gas,Pembroke-2,8955
12/02/2024,GB,Gas,Pembroke-2,6260
13/02/2024,GB,Gas,Pembroke-2,6224
14/02/2024,GB,Gas,Pembroke-2,7910
15/02/2024,GB,Gas,Pembroke-2,6826
16/02/2024,GB,Gas,Pembroke-2,7226
17/02/2024,GB,Gas,Pembroke-2,6831
18/02/2024,GB,Gas,Pembroke-2,8503
19/02/2024,GB,Gas,Pembroke-2,7601
20/02/2024,GB,Gas,Pembroke-2,5051
21/02/2024,GB,Gas,Pembroke-2,6212
22/02/2024,GB,Gas,Pembroke-2,7574
23/02/2024,GB,Gas,Pembroke-2,6654
24/02/2024,GB,Gas,Pembroke-2,7762
25/02/2024,GB,Gas,Pembroke-2,8014
26/02/2024,GB,Gas,Pembroke-2,6064
27/02/2024,GB,Gas,Pembroke-2,7187
28/02/2024,GB,Gas,Pembroke-2,5862
29/02/2024,GB,Gas,Pembroke-2,5736
01/03/2024,GB,Gas,Pembroke-2,5822
02/03/2024,GB,Gas,Pembroke-2,6175
03/03/2024,GB,Gas,Pembroke-2,7567
04/03/2024,GB,Gas,Pembroke-2,7928
05/03/2024,GB,Gas,Pembroke-2,5653
06/03/2024,GB,Gas,Pembroke-2,5353
07/03/2024,GB,Gas,Pembroke-2,5734
08/03/2024,GB,Gas,Pembroke-2,5499
09/03/2024,GB,Gas,Pembroke-2,6779
10/03/2024,GB,Gas,Pembroke-2,6759
11/03/2024,GB,Gas,Pembroke-2,6824
12/03/2024,GB,Gas,Pembroke-2,5660
13/03/2024,GB,Gas,Pembroke-2,8548
14/03/2024,GB,Gas,Pembroke-2,6870
15/03/2024,GB,Gas,Pembroke-2,5713
16/03/2024,GB,Gas,Pembroke-2,6170
17/03/2024,GB,Gas,Pembroke-2,5944
